ID,Exp. Mass,%,Hit,Hit Score,# Perms,Theo. Mass,Da,ppm,Hex,HexNAc,Fuc,Oxidation,OffBy+1,OffBy-1,Perm,Perm Score,N13,N30,O115-122,O123-133,O134-145
384-0-0,21035.4833,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385-0-0,21042.4949,0.5,0,72.58,1,21042.5936,-0.0987,-5,18,12,1,2,1,0,0,72.58,M7,A2G2F,2 x Core,2 x Core,2 x Core
385-0-1,21042.4949,0.5,1,27.42,3,21042.5936,-0.0987,-5,18,12,1,2,1,0,0,21.68,M7,A3G3F,2 x Core,2 x Core,1 x Core
386-0-0,21045.4827,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387-0-0,21048.4495,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388-0-0,21054.3922,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389-0-0,21063.4557,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390-0-0,21068.8541,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391-0-0,21071.4771,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392-0-0,21074.4218,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393-0-0,21079.5895,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394-1-0,21091.4936,0.5,0,46.72,2,21091.6569,-0.1632,-8,16,14,1,0,0,0,0,46.64,A2G2,A2G2F,2 x Core,2 x Core,2 x Core
394-1-1,21091.4936,0.5,1,26.75,3,21091.6569,-0.1632,-8,16,14,1,0,0,0,0,21.15,A3G3,A2G2F,2 x Core,2 x Core,1 x Core
394-1-2,21091.4936,0.5,2,17.67,6,21091.6569,-0.1632,-8,16,14,1,0,0,0,0,13.93,A2G2,A3G3F,2 x Core,2 x Core,1 x Core
394-1-3,21091.4936,0.5,3,6.54,3,21091.6569,-0.1632,-8,16,14,1,0,0,0,0,5.39,A3G3+LacN1,A2G2F,1 x Core,2 x Core,1 x Core
394-1-4,21091.4936,0.5,4,1.73,3,21091.6569,-0.1632,-8,16,14,1,0,0,0,0,1.42,A3G3,A3G3F,1 x Core,2 x Core,1 x Core
394-1-5,21091.4936,0.5,5,0.27,3,21091.6569,-0.1632,-8,16,14,1,0,0,0,0,0.16,A3G3+LacN1,A2G2F,unmodified,2 x Core,2 x Core
394-1-6,21091.4936,0.5,6,0.07,2,21091.6569,-0.1632,-8,16,14,1,0,0,0,0,0.07,A1G1,A3G3F,2 x Core,2 x Core,2 x Core
394-1-7,21091.4936,0.5,7,0.07,3,21091.6569,-0.1632,-8,16,14,1,0,0,0,0,0.04,A3G3,A3G3F,unmodified,2 x Core,2 x Core
394-1-8,21091.4936,0.5,8,0.06,6,21091.6569,-0.1632,-8,16,14,1,0,0,0,0,0.05,A3G3+LacN1,A3G3F,unmodified,2 x Core,1 x Core
394-1-9,21091.4936,0.5,9,0.06,1,21091.6569,-0.1632,-8,16,14,1,0,0,0,0,0.06,A3G3+LacN1,A3G3F,1 x Core,1 x Core,1 x Core
394-1-10,21091.4936,0.5,10,0.03,3,21091.6569,-0.1632,-8,16,14,1,0,0,0,0,0.02,A3G3F+LacN1,A2G2,1 x Core,2 x Core,1 x Core
394-1-11,21091.4936,0.5,11,0.02,3,21091.6569,-0.1632,-8,16,14,1,0,0,0,0,0.01,A3G3F+LacN1,A1G1,2 x Core,2 x Core,1 x Core
394-1-12,21091.4936,0.5,12,0.00,3,21091.6569,-0.1632,-8,16,14,1,0,0,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,2 x Core,2 x Core
395-1-0,21092.4538,32.4,0,46.72,2,21092.6569,-0.2030,-10,16,14,1,0,1,0,0,46.64,A2G2,A2G2F,2 x Core,2 x Core,2 x Core
395-1-1,21092.4538,32.4,1,26.75,3,21092.6569,-0.2030,-10,16,14,1,0,1,0,0,21.15,A3G3,A2G2F,2 x Core,2 x Core,1 x Core
395-1-2,21092.4538,32.4,2,17.67,6,21092.6569,-0.2030,-10,16,14,1,0,1,0,0,13.93,A2G2,A3G3F,2 x Core,2 x Core,1 x Core
395-1-3,21092.4538,32.4,3,6.54,3,21092.6569,-0.2030,-10,16,14,1,0,1,0,0,5.39,A3G3+LacN1,A2G2F,1 x Core,2 x Core,1 x Core
395-1-4,21092.4538,32.4,4,1.73,3,21092.6569,-0.2030,-10,16,14,1,0,1,0,0,1.42,A3G3,A3G3F,1 x Core,2 x Core,1 x Core
395-1-5,21092.4538,32.4,5,0.27,3,21092.6569,-0.2030,-10,16,14,1,0,1,0,0,0.16,A3G3+LacN1,A2G2F,unmodified,2 x Core,2 x Core
395-1-6,21092.4538,32.4,6,0.07,2,21092.6569,-0.2030,-10,16,14,1,0,1,0,0,0.07,A1G1,A3G3F,2 x Core,2 x Core,2 x Core
395-1-7,21092.4538,32.4,7,0.07,3,21092.6569,-0.2030,-10,16,14,1,0,1,0,0,0.04,A3G3,A3G3F,unmodified,2 x Core,2 x Core
395-1-8,21092.4538,32.4,8,0.06,6,21092.6569,-0.2030,-10,16,14,1,0,1,0,0,0.05,A3G3+LacN1,A3G3F,unmodified,2 x Core,1 x Core
395-1-9,21092.4538,32.4,9,0.06,1,21092.6569,-0.2030,-10,16,14,1,0,1,0,0,0.06,A3G3+LacN1,A3G3F,1 x Core,1 x Core,1 x Core
395-1-10,21092.4538,32.4,10,0.03,3,21092.6569,-0.2030,-10,16,14,1,0,1,0,0,0.02,A3G3F+LacN1,A2G2,1 x Core,2 x Core,1 x Core
395-1-11,21092.4538,32.4,11,0.02,3,21092.6569,-0.2030,-10,16,14,1,0,1,0,0,0.01,A3G3F+LacN1,A1G1,2 x Core,2 x Core,1 x Core
395-1-12,21092.4538,32.4,12,0.00,3,21092.6569,-0.2030,-10,16,14,1,0,1,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,2 x Core,2 x Core
396-1-0,21107.5731,8.0,0,46.72,2,21107.6518,-0.0786,-4,16,14,1,1,0,0,0,46.64,A2G2,A2G2F,2 x Core,2 x Core,2 x Core
396-1-1,21107.5731,8.0,1,26.75,3,21107.6518,-0.0786,-4,16,14,1,1,0,0,0,21.15,A3G3,A2G2F,2 x Core,2 x Core,1 x Core
396-1-2,21107.5731,8.0,2,17.67,6,21107.6518,-0.0786,-4,16,14,1,1,0,0,0,13.93,A2G2,A3G3F,2 x Core,2 x Core,1 x Core
396-1-3,21107.5731,8.0,3,6.54,3,21107.6518,-0.0786,-4,16,14,1,1,0,0,0,5.39,A3G3+LacN1,A2G2F,1 x Core,2 x Core,1 x Core
396-1-4,21107.5731,8.0,4,1.73,3,21107.6518,-0.0786,-4,16,14,1,1,0,0,0,1.42,A3G3,A3G3F,1 x Core,2 x Core,1 x Core
396-1-5,21107.5731,8.0,5,0.27,3,21107.6518,-0.0786,-4,16,14,1,1,0,0,0,0.16,A3G3+LacN1,A2G2F,unmodified,2 x Core,2 x Core
396-1-6,21107.5731,8.0,6,0.07,2,21107.6518,-0.0786,-4,16,14,1,1,0,0,0,0.07,A1G1,A3G3F,2 x Core,2 x Core,2 x Core
396-1-7,21107.5731,8.0,7,0.07,3,21107.6518,-0.0786,-4,16,14,1,1,0,0,0,0.04,A3G3,A3G3F,unmodified,2 x Core,2 x Core
396-1-8,21107.5731,8.0,8,0.06,6,21107.6518,-0.0786,-4,16,14,1,1,0,0,0,0.05,A3G3+LacN1,A3G3F,unmodified,2 x Core,1 x Core
396-1-9,21107.5731,8.0,9,0.06,1,21107.6518,-0.0786,-4,16,14,1,1,0,0,0,0.06,A3G3+LacN1,A3G3F,1 x Core,1 x Core,1 x Core
396-1-10,21107.5731,8.0,10,0.03,3,21107.6518,-0.0786,-4,16,14,1,1,0,0,0,0.02,A3G3F+LacN1,A2G2,1 x Core,2 x Core,1 x Core
396-1-11,21107.5731,8.0,11,0.02,3,21107.6518,-0.0786,-4,16,14,1,1,0,0,0,0.01,A3G3F+LacN1,A1G1,2 x Core,2 x Core,1 x Core
396-1-12,21107.5731,8.0,12,0.00,3,21107.6518,-0.0786,-4,16,14,1,1,0,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,2 x Core,2 x Core
397-0-0,21115.5135,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398-0-0,21122.5112,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399-0-0,21123.5033,0.3,0,46.72,2,21123.6467,-0.1434,-7,16,14,1,2,0,0,0,46.64,A2G2,A2G2F,2 x Core,2 x Core,2 x Core
399-0-1,21123.5033,0.3,1,26.75,3,21123.6467,-0.1434,-7,16,14,1,2,0,0,0,21.15,A3G3,A2G2F,2 x Core,2 x Core,1 x Core
399-0-2,21123.5033,0.3,2,17.67,6,21123.6467,-0.1434,-7,16,14,1,2,0,0,0,13.93,A2G2,A3G3F,2 x Core,2 x Core,1 x Core
399-0-3,21123.5033,0.3,3,6.54,3,21123.6467,-0.1434,-7,16,14,1,2,0,0,0,5.39,A3G3+LacN1,A2G2F,1 x Core,2 x Core,1 x Core
399-0-4,21123.5033,0.3,4,1.73,3,21123.6467,-0.1434,-7,16,14,1,2,0,0,0,1.42,A3G3,A3G3F,1 x Core,2 x Core,1 x Core
399-0-5,21123.5033,0.3,5,0.27,3,21123.6467,-0.1434,-7,16,14,1,2,0,0,0,0.16,A3G3+LacN1,A2G2F,unmodified,2 x Core,2 x Core
399-0-6,21123.5033,0.3,6,0.07,2,21123.6467,-0.1434,-7,16,14,1,2,0,0,0,0.07,A1G1,A3G3F,2 x Core,2 x Core,2 x Core
399-0-7,21123.5033,0.3,7,0.07,3,21123.6467,-0.1434,-7,16,14,1,2,0,0,0,0.04,A3G3,A3G3F,unmodified,2 x Core,2 x Core
399-0-8,21123.5033,0.3,8,0.06,6,21123.6467,-0.1434,-7,16,14,1,2,0,0,0,0.05,A3G3+LacN1,A3G3F,unmodified,2 x Core,1 x Core
399-0-9,21123.5033,0.3,9,0.06,1,21123.6467,-0.1434,-7,16,14,1,2,0,0,0,0.06,A3G3+LacN1,A3G3F,1 x Core,1 x Core,1 x Core
399-0-10,21123.5033,0.3,10,0.03,3,21123.6467,-0.1434,-7,16,14,1,2,0,0,0,0.02,A3G3F+LacN1,A2G2,1 x Core,2 x Core,1 x Core
399-0-11,21123.5033,0.3,11,0.02,3,21123.6467,-0.1434,-7,16,14,1,2,0,0,0,0.01,A3G3F+LacN1,A1G1,2 x Core,2 x Core,1 x Core
399-0-12,21123.5033,0.3,12,0.00,3,21123.6467,-0.1434,-7,16,14,1,2,0,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,2 x Core,2 x Core
400-0-0,21125.5742,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401-0-0,21134.6446,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402-0-0,21137.5365,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403-0-0,21138.5282,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404-0-0,21149.5285,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405-0-0,21153.5705,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406-0-0,21162.5180,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407-0-0,21163.4944,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408-0-0,21164.5038,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409-0-0,21174.5202,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410-0-0,21175.5628,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411-0-0,21179.5610,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412-0-0,21185.5005,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413-0-0,21185.5504,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414-0-0,21187.5714,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415-0-0,21194.4085,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416-0-0,21196.5029,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417-0-0,21203.5481,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418-0-0,21204.4582,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419-0-0,21206.5458,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420-1-0,21213.5533,0.2,0,100.00,1,21213.6831,-0.1299,-6,18,13,1,0,1,0,0,100.00,M6,A3G3F,2 x Core,2 x Core,2 x Core
421-0-0,21221.5768,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422-0-0,21222.5309,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423-0-0,21237.5240,5.7,0,42.46,6,21237.7148,-0.1907,-9,16,14,2,0,0,0,0,21.05,A3G3F,A2G2F,2 x Core,2 x Core,1 x Core
423-0-1,21237.5240,5.7,1,41.93,1,21237.7148,-0.1907,-9,16,14,2,0,0,0,0,41.93,A2G2F,A2G2F,2 x Core,2 x Core,2 x Core
423-0-2,21237.5240,5.7,2,13.02,3,21237.7148,-0.1907,-9,16,14,2,0,0,0,0,10.72,A3G3F+LacN1,A2G2F,1 x Core,2 x Core,1 x Core
423-0-3,21237.5240,5.7,3,1.72,3,21237.7148,-0.1907,-9,16,14,2,0,0,0,0,1.42,A3G3F,A3G3F,1 x Core,2 x Core,1 x Core
423-0-4,21237.5240,5.7,4,0.54,3,21237.7148,-0.1907,-9,16,14,2,0,0,0,0,0.32,A3G3F+LacN1,A2G2F,unmodified,2 x Core,2 x Core
423-0-5,21237.5240,5.7,5,0.13,6,21237.7148,-0.1907,-9,16,14,2,0,0,0,0,0.09,A3G3F+LacN1,A3G3F,unmodified,2 x Core,1 x Core
423-0-6,21237.5240,5.7,6,0.13,1,21237.7148,-0.1907,-9,16,14,2,0,0,0,0,0.13,A3G3F+LacN1,A3G3F,1 x Core,1 x Core,1 x Core
423-0-7,21237.5240,5.7,7,0.07,3,21237.7148,-0.1907,-9,16,14,2,0,0,0,0,0.04,A3G3F,A3G3F,unmodified,2 x Core,2 x Core
423-0-8,21237.5240,5.7,8,0.01,1,21237.7148,-0.1907,-9,16,14,2,0,0,0,0,0.01,A1G1F,A3G3F,2 x Core,2 x Core,2 x Core
424-0-0,21238.5610,8.5,0,42.46,6,21238.7148,-0.1537,-7,16,14,2,0,1,0,0,21.05,A3G3F,A2G2F,2 x Core,2 x Core,1 x Core
424-0-1,21238.5610,8.5,1,41.93,1,21238.7148,-0.1537,-7,16,14,2,0,1,0,0,41.93,A2G2F,A2G2F,2 x Core,2 x Core,2 x Core
424-0-2,21238.5610,8.5,2,13.02,3,21238.7148,-0.1537,-7,16,14,2,0,1,0,0,10.72,A3G3F+LacN1,A2G2F,1 x Core,2 x Core,1 x Core
424-0-3,21238.5610,8.5,3,1.72,3,21238.7148,-0.1537,-7,16,14,2,0,1,0,0,1.42,A3G3F,A3G3F,1 x Core,2 x Core,1 x Core
424-0-4,21238.5610,8.5,4,0.54,3,21238.7148,-0.1537,-7,16,14,2,0,1,0,0,0.32,A3G3F+LacN1,A2G2F,unmodified,2 x Core,2 x Core
424-0-5,21238.5610,8.5,5,0.13,6,21238.7148,-0.1537,-7,16,14,2,0,1,0,0,0.09,A3G3F+LacN1,A3G3F,unmodified,2 x Core,1 x Core
424-0-6,21238.5610,8.5,6,0.13,1,21238.7148,-0.1537,-7,16,14,2,0,1,0,0,0.13,A3G3F+LacN1,A3G3F,1 x Core,1 x Core,1 x Core
424-0-7,21238.5610,8.5,7,0.07,3,21238.7148,-0.1537,-7,16,14,2,0,1,0,0,0.04,A3G3F,A3G3F,unmodified,2 x Core,2 x Core
424-0-8,21238.5610,8.5,8,0.01,1,21238.7148,-0.1537,-7,16,14,2,0,1,0,0,0.01,A1G1F,A3G3F,2 x Core,2 x Core,2 x Core
425-0-0,21252.5634,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426-1-0,21254.5621,2.8,0,42.46,6,21254.7097,-0.1476,-7,16,14,2,1,1,0,0,21.05,A3G3F,A2G2F,2 x Core,2 x Core,1 x Core
426-1-1,21254.5621,2.8,1,41.93,1,21254.7097,-0.1476,-7,16,14,2,1,1,0,0,41.93,A2G2F,A2G2F,2 x Core,2 x Core,2 x Core
426-1-2,21254.5621,2.8,2,13.02,3,21254.7097,-0.1476,-7,16,14,2,1,1,0,0,10.72,A3G3F+LacN1,A2G2F,1 x Core,2 x Core,1 x Core
426-1-3,21254.5621,2.8,3,1.72,3,21254.7097,-0.1476,-7,16,14,2,1,1,0,0,1.42,A3G3F,A3G3F,1 x Core,2 x Core,1 x Core
426-1-4,21254.5621,2.8,4,0.54,3,21254.7097,-0.1476,-7,16,14,2,1,1,0,0,0.32,A3G3F+LacN1,A2G2F,unmodified,2 x Core,2 x Core
426-1-5,21254.5621,2.8,5,0.13,6,21254.7097,-0.1476,-7,16,14,2,1,1,0,0,0.09,A3G3F+LacN1,A3G3F,unmodified,2 x Core,1 x Core
426-1-6,21254.5621,2.8,6,0.13,1,21254.7097,-0.1476,-7,16,14,2,1,1,0,0,0.13,A3G3F+LacN1,A3G3F,1 x Core,1 x Core,1 x Core
426-1-7,21254.5621,2.8,7,0.07,3,21254.7097,-0.1476,-7,16,14,2,1,1,0,0,0.04,A3G3F,A3G3F,unmodified,2 x Core,2 x Core
426-1-8,21254.5621,2.8,8,0.01,1,21254.7097,-0.1476,-7,16,14,2,1,1,0,0,0.01,A1G1F,A3G3F,2 x Core,2 x Core,2 x Core
427-0-0,21261.5474,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428-0-0,21268.5530,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429-0-0,21271.5534,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430-0-0,21273.6593,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431-0-0,21283.5763,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432-0-0,21288.6147,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433-0-0,21290.6288,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434-0-0,21293.6235,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435-0-0,21301.5886,0.2,0,58.83,3,21301.6944,-0.1058,-5,18,14,0,2,0,0,0,46.52,A3G3+LacN1,M5-A1G1,2 x Core,2 x Core,1 x Core
435-0-1,21301.5886,0.2,1,41.17,1,21301.6944,-0.1058,-5,18,14,0,2,0,0,0,41.17,A3G3,M5-A1G1,2 x Core,2 x Core,2 x Core
436-0-0,21302.6040,0.9,0,58.83,3,21302.6944,-0.0905,-4,18,14,0,2,1,0,0,46.52,A3G3+LacN1,M5-A1G1,2 x Core,2 x Core,1 x Core
436-0-1,21302.6040,0.9,1,41.17,1,21302.6944,-0.0905,-4,18,14,0,2,1,0,0,41.17,A3G3,M5-A1G1,2 x Core,2 x Core,2 x Core
437-0-0,21315.3836,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438-0-0,21319.5782,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439-0-0,21323.5798,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440-0-0,21328.7435,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441-0-0,21334.5463,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442-0-0,21334.6849,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443-0-0,21342.5307,0.1,0,55.26,3,21342.7210,-0.1903,-9,17,15,0,2,0,0,0,43.69,A3G3+LacN1,A2G2,2 x Core,2 x Core,1 x Core
443-0-1,21342.5307,0.1,1,38.67,1,21342.7210,-0.1903,-9,17,15,0,2,0,0,0,38.67,A3G3,A2G2,2 x Core,2 x Core,2 x Core
443-0-2,21342.5307,0.1,2,6.08,1,21342.7210,-0.1903,-9,17,15,0,2,0,0,0,6.08,A3G3+LacN1,A1G1,2 x Core,2 x Core,2 x Core
444-0-0,21344.5514,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445-0-0,21352.5591,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446-0-0,21368.5706,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447-0-0,21378.5968,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448-0-0,21379.6372,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449-0-0,21385.5996,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450-0-0,21394.7844,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451-0-0,21397.5906,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452-0-0,21405.5699,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453-0-0,21412.5821,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454-0-0,21418.6067,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455-0-0,21438.6129,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456-0-0,21444.5927,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457-1-0,21457.6723,6.8,0,40.03,3,21457.7891,-0.1168,-5,17,15,1,0,1,0,0,31.65,A3G3+LacN1,A2G2F,2 x Core,2 x Core,1 x Core
457-1-1,21457.6723,6.8,1,28.01,1,21457.7891,-0.1168,-5,17,15,1,0,1,0,0,28.01,A3G3,A2G2F,2 x Core,2 x Core,2 x Core
457-1-2,21457.6723,6.8,2,18.51,2,21457.7891,-0.1168,-5,17,15,1,0,1,0,0,18.45,A2G2,A3G3F,2 x Core,2 x Core,2 x Core
457-1-3,21457.6723,6.8,3,10.58,3,21457.7891,-0.1168,-5,17,15,1,0,1,0,0,8.37,A3G3,A3G3F,2 x Core,2 x Core,1 x Core
457-1-4,21457.6723,6.8,4,2.59,3,21457.7891,-0.1168,-5,17,15,1,0,1,0,0,2.13,A3G3+LacN1,A3G3F,1 x Core,2 x Core,1 x Core
457-1-5,21457.6723,6.8,5,0.16,3,21457.7891,-0.1168,-5,17,15,1,0,1,0,0,0.12,A3G3F+LacN1,A2G2,2 x Core,2 x Core,1 x Core
457-1-6,21457.6723,6.8,6,0.11,3,21457.7891,-0.1168,-5,17,15,1,0,1,0,0,0.06,A3G3+LacN1,A3G3F,unmodified,2 x Core,2 x Core
457-1-7,21457.6723,6.8,7,0.02,1,21457.7891,-0.1168,-5,17,15,1,0,1,0,0,0.02,A3G3F+LacN1,A1G1,2 x Core,2 x Core,2 x Core
458-0-0,21469.6856,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459-0-0,21470.6201,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460-1-0,21472.6463,1.0,0,40.03,3,21472.7840,-0.1377,-6,17,15,1,1,0,0,0,31.65,A3G3+LacN1,A2G2F,2 x Core,2 x Core,1 x Core
460-1-1,21472.6463,1.0,1,28.01,1,21472.7840,-0.1377,-6,17,15,1,1,0,0,0,28.01,A3G3,A2G2F,2 x Core,2 x Core,2 x Core
460-1-2,21472.6463,1.0,2,18.51,2,21472.7840,-0.1377,-6,17,15,1,1,0,0,0,18.45,A2G2,A3G3F,2 x Core,2 x Core,2 x Core
460-1-3,21472.6463,1.0,3,10.58,3,21472.7840,-0.1377,-6,17,15,1,1,0,0,0,8.37,A3G3,A3G3F,2 x Core,2 x Core,1 x Core
460-1-4,21472.6463,1.0,4,2.59,3,21472.7840,-0.1377,-6,17,15,1,1,0,0,0,2.13,A3G3+LacN1,A3G3F,1 x Core,2 x Core,1 x Core
460-1-5,21472.6463,1.0,5,0.16,3,21472.7840,-0.1377,-6,17,15,1,1,0,0,0,0.12,A3G3F+LacN1,A2G2,2 x Core,2 x Core,1 x Core
460-1-6,21472.6463,1.0,6,0.11,3,21472.7840,-0.1377,-6,17,15,1,1,0,0,0,0.06,A3G3+LacN1,A3G3F,unmodified,2 x Core,2 x Core
